cluster,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,region
FC-RG-2,DHRS3,1.65866194963348e-307,1.2264807291864,0.439,0.021,5.02408704543982e-303,FC
FC-RG-2,ADAMTS17,8.67526424822855e-274,2.14940673653271,0.561,0.045,2.62773754078843e-269,FC
FC-RG-2,VEPH1,8.84399438480354e-249,1.79803512811279,0.63,0.065,2.67884589915699e-244,FC
FC-RG-2,PRTG,4.10362196840551e-226,1.08127016075377,0.337,0.017,1.24298709423003e-221,FC
FC-RG-2,EGFR,2.60486281934485e-203,3.04112155029984,0.63,0.083,7.89012947979554e-199,FC
FC-RG-2,AL445250.1,1.72976071875355e-202,1.98936380164812,0.398,0.029,5.2394452171045e-198,FC
FC-RG-2,AL354771.1,2.06577087521704e-184,1.00604903145582,0.374,0.028,6.25721998103243e-180,FC
FC-RG-2,AC092944.1,1.12146300923913e-169,1.37596255102087,0.455,0.047,3.39691145498534e-165,FC
FC-RG-2,TC2N,2.08786026816009e-162,0.722039459493739,0.285,0.017,6.3241287522569e-158,FC
FC-RG-2,LUCAT1,3.14815248547654e-155,1.76260000660497,0.679,0.127,9.53575387850843e-151,FC
FC-RG-2,DNAI1,6.58217860951001e-154,1.46062106456268,0.407,0.042,1.99374190082058e-149,FC
FC-RG-2,GREB1L,1.31661695375239e-152,1.20407380327597,0.362,0.032,3.98803275291599e-148,FC
FC-RG-2,COBL,4.62881781877681e-143,1.14119980772245,0.419,0.046,1.40206891730749e-138,FC
FC-RG-2,STK39,1.77665492181342e-139,2.4869467318956,0.984,0.574,5.38148775817286e-135,FC
FC-RG-2,ANKFN1,3.1206941547883e-137,1.77832294857077,0.659,0.128,9.45258259485375e-133,FC
FC-RG-2,AC091826.2,3.18823495676302e-136,2.23116041451433,0.776,0.213,9.65716368403518e-132,FC
FC-RG-2,MGAT4C,1.13702041973061e-126,2.64754601800881,0.902,0.353,3.44403485136401e-122,FC
FC-RG-2,LIMD1,1.32767170267946e-124,1.5704552525825,0.683,0.159,4.02151758741608e-120,FC
FC-RG-2,SOX1-OT,1.4774993328581e-124,1.60742066714956,0.72,0.165,4.47534547922719e-120,FC
FC-RG-2,TANC1,6.07427856756239e-124,1.39565308154605,0.618,0.12,1.83989897811465e-119,FC
